order_id,customer_id,postal_code,product_id,sales,quantity,discount,profit,category,subcategory,product_name,order_date,ship_date,ship_mode,customer_name,segment,country,city,state,region,profit_margin
CA-2017-115812,BH-11710,90032,FUR-TA-10001539,"$1,706.18",9,20%,$85.31,Furniture,Tables,Chromcraft Rectangular Conference Tables,6/9/2017,6/14/2017,Standard Class,Brosina Hoffman,Consumer,United States,Los Angeles,California,West,5%
CA-2017-115812,BH-11710,90032,TEC-PH-10002033,$911.42,4,20%,$68.36,Technology,Phones,Konftel 250 Conference phone - Charcoal black,6/9/2017,6/14/2017,Standard Class,Brosina Hoffman,Consumer,United States,Los Angeles,California,West,8%
CA-2020-114412,AA-10480,28027,OFF-PA-10002365,$15.55,3,20%,$5.44,Office Supplies,Paper,Xerox 1967,4/15/2020,4/20/2020,Standard Class,Andrew Allen,Consumer,United States,Concord,North Carolina,South,35%
CA-2019-161389,IM-15070,98103,OFF-BI-10003656,$407.98,3,20%,$132.59,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,12/5/2019,12/10/2019,Standard Class,Irene Maddox,Consumer,United States,Seattle,Washington,West,33%
US-2018-118983,HP-14815,76106,OFF-AP-10002311,$68.81,5,80%,-$123.86,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",11/22/2018,11/26/2018,Standard Class,Harold Pawlan,Home Office,United States,Fort Worth,Texas,Central,-180%
US-2018-118983,HP-14815,76106,OFF-BI-10000756,$2.54,3,80%,-$3.82,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,11/22/2018,11/26/2018,Standard Class,Harold Pawlan,Home Office,United States,Fort Worth,Texas,Central,-150%
CA-2017-105893,PK-19075,53711,OFF-ST-10004186,$665.88,6,0%,$13.32,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",11/11/2017,11/18/2017,Standard Class,Pete Kriz,Consumer,United States,Madison,Wisconsin,Central,2%
CA-2017-167164,AG-10270,84084,OFF-ST-10000107,$55.50,2,0%,$9.99,Office Supplies,Storage,Fellowes Super Stor/Drawer,5/13/2017,5/15/2017,Second Class,Alejandro Grove,Consumer,United States,West Jordan,Utah,West,18%
CA-2017-143336,ZD-21925,94109,OFF-AR-10003056,$8.56,2,0%,$2.48,Office Supplies,Art,Newell 341,8/27/2017,9/1/2017,Second Class,Zuschuss Donatelli,Consumer,United States,San Francisco,California,West,29%
CA-2017-143336,ZD-21925,94109,TEC-PH-10001949,$213.48,3,20%,$16.01,Technology,Phones,Cisco SPA 501G IP Phone,8/27/2017,9/1/2017,Second Class,Zuschuss Donatelli,Consumer,United States,San Francisco,California,West,8%
CA-2017-143336,ZD-21925,94109,OFF-BI-10002215,$22.72,4,20%,$7.38,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",8/27/2017,9/1/2017,Second Class,Zuschuss Donatelli,Consumer,United States,San Francisco,California,West,33%
CA-2019-137330,KB-16585,68025,OFF-AR-10000246,$19.46,7,0%,$5.06,Office Supplies,Art,Newell 318,12/9/2019,12/13/2019,Standard Class,Ken Black,Corporate,United States,Fremont,Nebraska,Central,26%
CA-2019-137330,KB-16585,68025,OFF-AP-10001492,$60.34,7,0%,$15.69,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",12/9/2019,12/13/2019,Standard Class,Ken Black,Corporate,United States,Fremont,Nebraska,Central,26%
US-2020-156909,SF-20065,19140,FUR-CH-10002774,$71.37,2,30%,-$1.02,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",7/16/2020,7/18/2020,Second Class,Sandra Flanagan,Consumer,United States,Philadelphia,Pennsylvania,East,-1%
CA-2018-106320,EB-13870,84057,FUR-TA-10000577,"$1,044.63",3,0%,$240.26,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,9/25/2018,9/30/2018,Standard Class,Emily Burns,Consumer,United States,Orem,Utah,West,23%
CA-2019-121755,EH-13945,90049,OFF-BI-10001634,$11.65,2,20%,$4.22,Office Supplies,Binders,Wilson Jones Active Use Binders,1/16/2019,1/20/2019,Second Class,Eric Hoffmann,Consumer,United States,Los Angeles,California,West,36%
CA-2019-121755,EH-13945,90049,TEC-AC-10003027,$90.57,3,0%,$11.77,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,1/16/2019,1/20/2019,Second Class,Eric Hoffmann,Consumer,United States,Los Angeles,California,West,13%
US-2018-150630,TB-21520,19140,FUR-BO-10004834,"$3,083.43",7,50%,"-$1,665.05",Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",9/17/2018,9/21/2018,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East,-54%
US-2018-150630,TB-21520,19140,OFF-BI-10000474,$9.62,2,70%,-$7.05,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,9/17/2018,9/21/2018,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East,-73%
US-2018-150630,TB-21520,19140,FUR-FU-10004848,$124.20,3,20%,$15.53,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",9/17/2018,9/21/2018,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East,13%
US-2018-150630,TB-21520,19140,OFF-EN-10001509,$3.26,2,20%,$1.10,Office Supplies,Envelopes,Poly String Tie Envelopes,9/17/2018,9/21/2018,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East,34%
US-2018-150630,TB-21520,19140,OFF-AR-10004042,$86.30,6,20%,$9.71,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",9/17/2018,9/21/2018,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East,11%
US-2018-150630,TB-21520,19140,OFF-BI-10001525,$6.86,6,70%,-$5.72,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",9/17/2018,9/21/2018,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East,-83%
US-2018-150630,TB-21520,19140,OFF-AR-10001683,$15.76,2,20%,$3.55,Office Supplies,Art,Lumber Crayons,9/17/2018,9/21/2018,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East,23%
CA-2020-107727,MA-17560,77095,OFF-PA-10000249,$29.47,3,20%,$9.95,Office Supplies,Paper,Easy-staple paper,10/19/2020,10/23/2020,Second Class,Matt Abelman,Home Office,United States,Houston,Texas,Central,34%
CA-2019-117590,GH-14485,75080,TEC-PH-10004977,"$1,097.54",7,20%,$123.47,Technology,Phones,GE 30524EE4,12/8/2019,12/10/2019,First Class,Gene Hale,Corporate,United States,Richardson,Texas,Central,11%
CA-2019-117590,GH-14485,75080,FUR-FU-10003664,$190.92,5,60%,-$147.96,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",12/8/2019,12/10/2019,First Class,Gene Hale,Corporate,United States,Richardson,Texas,Central,-78%
CA-2018-117415,SN-20710,77041,OFF-EN-10002986,$113.33,9,20%,$35.42,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",12/27/2018,12/31/2018,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,Central,31%
CA-2018-117415,SN-20710,77041,FUR-BO-10002545,$532.40,3,32%,-$46.98,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",12/27/2018,12/31/2018,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,Central,-9%
CA-2018-117415,SN-20710,77041,FUR-CH-10004218,$212.06,3,30%,-$15.15,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",12/27/2018,12/31/2018,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,Central,-7%
CA-2018-117415,SN-20710,77041,TEC-PH-10000486,$371.17,4,20%,$41.76,Technology,Phones,Plantronics HL10 Handset Lifter,12/27/2018,12/31/2018,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,Central,11%
CA-2020-120999,LC-16930,60540,TEC-PH-10004093,$147.17,4,20%,$16.56,Technology,Phones,Panasonic Kx-TS550,9/10/2020,9/15/2020,Standard Class,Linda Cazamias,Corporate,United States,Naperville,Illinois,Central,11%
CA-2019-101343,RA-19885,90049,OFF-ST-10003479,$77.88,2,0%,$3.89,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",7/17/2019,7/22/2019,Standard Class,Ruben Ausman,Corporate,United States,Los Angeles,California,West,5%
CA-2020-139619,ES-14080,32935,OFF-ST-10003282,$95.62,2,20%,$9.56,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",9/19/2020,9/23/2020,Standard Class,Erin Smith,Corporate,United States,Melbourne,Florida,South,10%
CA-2019-118255,ON-18715,55122,TEC-AC-10000171,$45.98,2,0%,$19.77,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",3/11/2019,3/13/2019,First Class,Odella Nelson,Corporate,United States,Eagan,Minnesota,Central,43%
CA-2019-118255,ON-18715,55122,OFF-BI-10003291,$17.46,2,0%,$8.21,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,3/11/2019,3/13/2019,First Class,Odella Nelson,Corporate,United States,Eagan,Minnesota,Central,47%
CA-2017-146703,PO-18865,48185,OFF-ST-10001713,$211.96,4,0%,$8.48,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",10/20/2017,10/25/2017,Second Class,Patrick O'Donnell,Consumer,United States,Westland,Michigan,Central,4%
CA-2019-169194,LH-16900,19901,TEC-AC-10002167,$45.00,3,0%,$4.95,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,6/20/2019,6/25/2019,Standard Class,Lena Hernandez,Consumer,United States,Dover,Delaware,East,11%
CA-2019-169194,LH-16900,19901,TEC-PH-10003988,$21.80,2,0%,$6.10,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",6/20/2019,6/25/2019,Standard Class,Lena Hernandez,Consumer,United States,Dover,Delaware,East,28%
CA-2018-115742,DP-13000,47150,OFF-BI-10004410,$38.22,6,0%,$17.96,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",4/18/2018,4/22/2018,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,Central,47%
CA-2018-115742,DP-13000,47150,OFF-LA-10002762,$75.18,6,0%,$35.33,Office Supplies,Labels,Avery 485,4/18/2018,4/22/2018,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,Central,47%
CA-2018-115742,DP-13000,47150,FUR-FU-10001706,$6.16,2,0%,$2.96,Furniture,Furnishings,Longer-Life Soft White Bulbs,4/18/2018,4/22/2018,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,Central,48%
CA-2018-115742,DP-13000,47150,FUR-CH-10003061,$89.99,1,0%,$17.10,Furniture,Chairs,"Global Leather Task Chair, Black",4/18/2018,4/22/2018,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,Central,19%
CA-2019-105816,JM-15265,10024,OFF-FA-10000304,$15.26,7,0%,$6.26,Office Supplies,Fasteners,Advantus Push Pins,12/11/2019,12/17/2019,Standard Class,Janet Molinari,Corporate,United States,New York City,New York,East,41%
CA-2019-105816,JM-15265,10024,TEC-PH-10002447,"$1,029.95",5,0%,$298.69,Technology,Phones,AT&T CL83451 4-Handset Telephone,12/11/2019,12/17/2019,Standard Class,Janet Molinari,Corporate,United States,New York City,New York,East,29%
CA-2019-111682,TB-21055,12180,OFF-ST-10000604,$208.56,6,0%,$52.14,Office Supplies,Storage,Home/Office Personal File Carts,6/17/2019,6/18/2019,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East,25%
CA-2019-111682,TB-21055,12180,OFF-PA-10001569,$32.40,5,0%,$15.55,Office Supplies,Paper,Xerox 232,6/17/2019,6/18/2019,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East,48%
CA-2019-111682,TB-21055,12180,FUR-CH-10003968,$319.41,5,10%,$7.10,Furniture,Chairs,Novimex Turbo Task Chair,6/17/2019,6/18/2019,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East,2%
CA-2019-111682,TB-21055,12180,OFF-PA-10000587,$14.56,2,0%,$6.99,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",6/17/2019,6/18/2019,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East,48%
CA-2019-111682,TB-21055,12180,TEC-AC-10002167,$30.00,2,0%,$3.30,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,6/17/2019,6/18/2019,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East,11%
CA-2019-111682,TB-21055,12180,OFF-BI-10001460,$48.48,4,20%,$16.36,Office Supplies,Binders,Plastic Binding Combs,6/17/2019,6/18/2019,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East,34%
CA-2019-111682,TB-21055,12180,OFF-AR-10001868,$1.68,1,0%,$0.84,Office Supplies,Art,Prang Dustless Chalk Sticks,6/17/2019,6/18/2019,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East,50%
CA-2018-135545,KM-16720,90004,TEC-AC-10004633,$13.98,2,0%,$6.15,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",11/24/2018,11/30/2018,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,West,44%
CA-2018-135545,KM-16720,90004,OFF-BI-10001078,$25.82,6,20%,$9.36,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",11/24/2018,11/30/2018,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,West,36%
CA-2018-135545,KM-16720,90004,OFF-PA-10003892,$146.73,3,0%,$68.96,Office Supplies,Paper,Xerox 1943,11/24/2018,11/30/2018,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,West,47%
CA-2018-135545,KM-16720,90004,FUR-FU-10000397,$79.76,4,0%,$22.33,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,11/24/2018,11/30/2018,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,West,28%
US-2018-164175,PS-18970,60610,FUR-CH-10001146,$213.12,5,30%,-$15.22,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",4/30/2018,5/5/2018,Standard Class,Paul Stevenson,Home Office,United States,Chicago,Illinois,Central,-7%
CA-2017-106376,BS-11590,85234,OFF-AR-10002671,"$1,113.02",8,20%,$111.30,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",12/5/2017,12/10/2017,Standard Class,Brendan Sweed,Corporate,United States,Gilbert,Arizona,West,10%
CA-2017-106376,BS-11590,85234,TEC-PH-10002726,$167.97,4,20%,$62.99,Technology,Phones,netTALK DUO VoIP Telephone Service,12/5/2017,12/10/2017,Standard Class,Brendan Sweed,Corporate,United States,Gilbert,Arizona,West,38%
CA-2019-119823,KD-16270,22153,OFF-PA-10000482,$75.88,2,0%,$35.66,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",6/4/2019,6/6/2019,First Class,Karen Daniels,Consumer,United States,Springfield,Virginia,South,47%
CA-2019-106075,HM-14980,10009,OFF-BI-10004654,$4.62,1,20%,$1.73,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,9/18/2019,9/23/2019,Standard Class,Henry Macallister,Consumer,United States,New York City,New York,East,38%
CA-2020-114440,TB-21520,49201,OFF-PA-10004675,$19.05,3,0%,$8.76,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",9/14/2020,9/17/2020,Second Class,Tracy Blumstein,Consumer,United States,Jackson,Michigan,Central,46%
US-2018-134026,JE-15745,38109,FUR-CH-10000513,$831.94,8,20%,-$114.39,Furniture,Chairs,High-Back Leather Manager's Chair,4/26/2018,5/2/2018,Standard Class,Joel Eaton,Consumer,United States,Memphis,Tennessee,South,-14%
US-2018-134026,JE-15745,38109,FUR-FU-10003708,$97.04,2,20%,$1.21,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",4/26/2018,5/2/2018,Standard Class,Joel Eaton,Consumer,United States,Memphis,Tennessee,South,1%
US-2018-134026,JE-15745,38109,OFF-ST-10004123,$72.78,1,20%,-$18.20,Office Supplies,Storage,Safco Industrial Wire Shelving System,4/26/2018,5/2/2018,Standard Class,Joel Eaton,Consumer,United States,Memphis,Tennessee,South,-25%
US-2020-118038,KB-16600,77041,OFF-BI-10004182,$1.25,3,80%,-$1.93,Office Supplies,Binders,Economy Binders,12/9/2020,12/11/2020,First Class,Ken Brennan,Corporate,United States,Houston,Texas,Central,-155%
US-2020-118038,KB-16600,77041,FUR-FU-10000260,$9.71,3,60%,-$5.82,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",12/9/2020,12/11/2020,First Class,Ken Brennan,Corporate,United States,Houston,Texas,Central,-60%
US-2020-118038,KB-16600,77041,OFF-ST-10000615,$27.24,3,20%,$2.72,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",12/9/2020,12/11/2020,First Class,Ken Brennan,Corporate,United States,Houston,Texas,Central,10%
US-2017-147606,JE-15745,77070,FUR-FU-10003194,$19.30,5,60%,-$14.48,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",11/26/2017,12/1/2017,Second Class,Joel Eaton,Consumer,United States,Houston,Texas,Central,-75%
CA-2019-127208,SC-20770,35601,OFF-AP-10002118,$208.16,1,0%,$56.20,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",6/12/2019,6/15/2019,First Class,Stewart Carmichael,Corporate,United States,Decatur,Alabama,South,27%
CA-2019-127208,SC-20770,35601,OFF-BI-10002309,$16.74,3,0%,$8.04,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,6/12/2019,6/15/2019,First Class,Stewart Carmichael,Corporate,United States,Decatur,Alabama,South,48%
CA-2017-139451,DN-13690,94122,OFF-AR-10002053,$14.90,5,0%,$4.17,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",10/12/2017,10/16/2017,Standard Class,Duane Noonan,Consumer,United States,San Francisco,California,West,28%
CA-2017-139451,DN-13690,94122,OFF-ST-10002370,$21.39,1,0%,$6.20,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",10/12/2017,10/16/2017,Standard Class,Duane Noonan,Consumer,United States,San Francisco,California,West,29%
CA-2018-149734,JC-16105,27707,OFF-EN-10000927,$200.98,7,20%,$62.81,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,9/3/2018,9/8/2018,Standard Class,Julie Creighton,Corporate,United States,Durham,North Carolina,South,31%
US-2020-119662,CS-12400,60623,OFF-ST-10003656,$230.38,3,20%,-$48.95,Office Supplies,Storage,Safco Industrial Wire Shelving,11/13/2020,11/16/2020,First Class,Christopher Schild,Home Office,United States,Chicago,Illinois,Central,-21%
CA-2020-140088,PO-18865,29203,FUR-CH-10000863,$301.96,2,0%,$33.22,Furniture,Chairs,Novimex Swivel Fabric Task Chair,5/28/2020,5/30/2020,Second Class,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,South,11%
CA-2020-155558,PG-18895,55901,TEC-AC-10001998,$19.99,1,0%,$6.80,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,10/26/2020,11/2/2020,Standard Class,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,Central,34%
CA-2020-155558,PG-18895,55901,OFF-LA-10000134,$6.16,2,0%,$2.96,Office Supplies,Labels,Avery 511,10/26/2020,11/2/2020,Standard Class,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,Central,48%
CA-2019-159695,GM-14455,77095,OFF-ST-10003442,$158.37,7,20%,$13.86,Office Supplies,Storage,Eldon Portable Mobile Manager,4/5/2019,4/10/2019,Second Class,Gary Mitchum,Home Office,United States,Houston,Texas,Central,9%
CA-2019-109806,JS-15685,90036,OFF-AR-10004930,$20.10,3,0%,$6.63,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,9/17/2019,9/22/2019,Standard Class,Jim Sink,Corporate,United States,Los Angeles,California,West,33%
CA-2019-109806,JS-15685,90036,TEC-PH-10004093,$73.58,2,20%,$8.28,Technology,Phones,Panasonic Kx-TS550,9/17/2019,9/22/2019,Standard Class,Jim Sink,Corporate,United States,Los Angeles,California,West,11%
CA-2019-109806,JS-15685,90036,OFF-PA-10000304,$6.48,1,0%,$3.11,Office Supplies,Paper,Xerox 1995,9/17/2019,9/22/2019,Standard Class,Jim Sink,Corporate,United States,Los Angeles,California,West,48%
CA-2018-149587,KB-16315,55407,OFF-PA-10003177,$12.96,2,0%,$6.22,Office Supplies,Paper,Xerox 1999,1/31/2018,2/5/2018,Second Class,Karl Braun,Consumer,United States,Minneapolis,Minnesota,Central,48%
CA-2018-149587,KB-16315,55407,FUR-FU-10003799,$53.34,3,0%,$16.54,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",1/31/2018,2/5/2018,Second Class,Karl Braun,Consumer,United States,Minneapolis,Minnesota,Central,31%
CA-2018-149587,KB-16315,55407,OFF-BI-10002852,$32.96,2,0%,$16.15,Office Supplies,Binders,Ibico Standard Transparent Covers,1/31/2018,2/5/2018,Second Class,Karl Braun,Consumer,United States,Minneapolis,Minnesota,Central,49%
US-2020-109484,RB-19705,97206,OFF-BI-10004738,$5.68,1,70%,-$3.79,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11/6/2020,11/12/2020,Standard Class,Roger Barcio,Home Office,United States,Portland,Oregon,West,-67%
CA-2020-161018,PN-18775,10009,FUR-FU-10000629,$96.53,7,0%,$40.54,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,11/9/2020,11/11/2020,Second Class,Parhena Norris,Home Office,United States,New York City,New York,East,42%
CA-2020-157833,KD-16345,94122,OFF-BI-10001721,$51.31,3,20%,$17.96,Office Supplies,Binders,Trimflex Flexible Post Binders,6/17/2020,6/20/2020,First Class,Katherine Ducich,Consumer,United States,San Francisco,California,West,35%
CA-2019-149223,ER-13855,55106,OFF-AP-10000358,$77.88,6,0%,$22.59,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,9/6/2019,9/11/2019,Standard Class,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,Central,29%
CA-2019-158568,RB-19465,60610,OFF-PA-10003256,$64.62,7,20%,$22.62,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,8/29/2019,9/2/2019,Standard Class,Rick Bensley,Home Office,United States,Chicago,Illinois,Central,35%
CA-2019-158568,RB-19465,60610,TEC-AC-10001767,$95.98,3,20%,-$10.80,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,8/29/2019,9/2/2019,Standard Class,Rick Bensley,Home Office,United States,Chicago,Illinois,Central,-11%
CA-2019-158568,RB-19465,60610,OFF-BI-10002609,$1.79,3,80%,-$3.04,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,8/29/2019,9/2/2019,Standard Class,Rick Bensley,Home Office,United States,Chicago,Illinois,Central,-170%
CA-2019-129903,GZ-14470,55901,OFF-PA-10004040,$23.92,4,0%,$11.72,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),12/1/2019,12/4/2019,Second Class,Gary Zandusky,Consumer,United States,Rochester,Minnesota,Central,49%
US-2018-156867,LC-16870,80013,TEC-AC-10001552,$238.90,6,20%,-$26.88,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,11/13/2018,11/17/2018,Standard Class,Lena Cacioppo,Consumer,United States,Aurora,Colorado,West,-11%
US-2018-156867,LC-16870,80013,FUR-FU-10004006,$102.36,3,20%,-$3.84,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",11/13/2018,11/17/2018,Standard Class,Lena Cacioppo,Consumer,United States,Aurora,Colorado,West,-4%
US-2018-156867,LC-16870,80013,OFF-BI-10002794,$36.88,3,70%,-$25.82,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",11/13/2018,11/17/2018,Standard Class,Lena Cacioppo,Consumer,United States,Aurora,Colorado,West,-70%
